"79349","310846","","Circle of Friends","1","7","2006-11-12","The police identifies the Ice Truck Killer. However Dexter feels there is something wrong with the suspect. Dexter must also deal with Paul, Rita's recently paroled husband.
"
"79349","310847","","Shrink Wrap","1","8","2006-11-19","Dexter suspects rich women's shrink of murder. When he visits the shrink, he is surprised by a dark secret from his past.
"
"79349","310848","","Father Knows Best","1","9","2006-11-26","Dexter receives notification that his biological father has recently passed away. Dexter is named as the sole heir of all his possessions including his house. Dexter goes for a weekend away with Rita, Deb, and Rudy."
"79349","310849","","Seeing Red","1","10","2006-12-03","The Ice Truck Killer is back. He leaves a crime scene that brings back some horrifying repressed memories for Dexter. Paul sues Rita for sole custody of Astor and Cody.
"
"79349","310850","","Truth Be Told","1","11","2006-12-10","The Ice Truck Killer puts Dexter in a life changing position when he takes someone close to Dexter hostage. Doakes begins to suspect that Dexter's odd behavior is something darker than he originally thought.
"
"79349","310851","","Born Free","1","12","2006-12-17","Dexter follows clues left for him by the Ice-Truck Killer in an attempt to find the hostage.  Paul tries to convince Rita that she and the children are not safe around Dexter.
"
"79349","327630","tt1013977","It's Alive!","2","1","2007-09-30","Things are really beginning to heat up for Dexter: Doakes' suspicions about him are growing, his victims are escaping, and his body dump site has been found. Meanwhile Paul is troubling Rita over the missing shoe and Debra is going through trauma over the Ice Truck killer incident."
"79349","331788","tt1013981","Waiting to Exhale","2","2","2007-10-07","Dexter is finding it hard to have closure on killing his brother. There is a new FBI agent to head the "Bay Harbor Butcher" case. Debra is finding it tough to put the past behind her."
"79349","337023","tt1013982","An Inconvenient Lie","2","3","2007-10-14","Dexter sets his sights on a new victim: a murderer so repulsive it seems only fitting that he's a used-car salesman. Dexter's been unable to lie to Rita about his midnight activities, which has her thinking that he's a drug addict. She's threatened to leave him if he doesn't commit to a 12-step program to deal with his supposed addiction. While in this recovery, though, Dexter meets a sexy, mysterious woman named Lila."
"79349","338044","tt1013983","See-Through","2","4","2007-10-21","Rita's estranged mother visits and senses something is wrong with Dexter. Masuka thinks he's developed a lead in the Bay Harbor Butcher case, which has Dexter concerned. Angel's interrogation of a witness crosses a line."
"79349","338045","tt1013984","The Dark Defender","2","5","2007-10-28","Dexter finds out that the man who killed his mother, right in front of him, is still alive. When he tells this to Lila, she suggests he face the man, as part of his road to addiction recovery. But then as his sponsor she insists on tagging along."
"79349","341102","tt1013985","Dex, Lies, and Videotape","2","6","2007-11-04","A copy-cat killer follows the lead of the "Bay Harbor Butcher." Dexter must destroy an incriminating surveillance video."
"79349","341298","tt1013986","That Night, A Forest Grew","2","7","2007-11-11","Dexter manages to get Doakes off his back. He devises a plan to get the police in another direction. Lila and Dex's relationship intensifies, and he has some interaction with Rita and the kids."
"79349","341299","tt1013987","Morning Comes","2","8","2007-11-18","Dexter is attacked by the man who murdered his mother. Meanwhile, Lila wants to get closer to Dex, and Debra and Lundy close in on the Bay Harbor Butcher."
"79349","341300","tt1013988","Resistance Is Futile","2","9","2007-11-25","Dexter realizes it won't be easy to end things completely with Lila. Dexter tries to stay ahead of the investigations as the manhunt for the Bay Harbor Butcher intensifies. An enemy of Dexter figures out his secret."
"79349","341301","tt1013978","There's Something About Harry","2","10","2007-12-02","Doakes follows Dexter to his next crime scene and shocks him with a revelation about Harry. The Bay Harbor Butcher task force feels they are zeroing in on their man."
"79349","341302","tt1013979","Left Turn Ahead","2","11","2007-12-09","Dexter must make a massive decision that will have an effect on all those he holds close. Lila meanwhile is back with a secret to blackmail Dexter."
"79349","341303","tt1013980","The British Invasion","2","12","2007-12-16","The Task force believes the Bay Harbor Butcher case is closed, but Dexter still has some trouble to deal with."
"79349","385674","tt1242111","Our Father","3","1","2008-09-28","Dexter has put his life back together but things may fall apart soon. His new victim is also being targeted by Assistant District Attorney Miguel Prado. Deb has to decide how to handle Internal Affairs, as they want her to turn on her new partner."
"79349","385711","tt1242115","Finding Freebo","3","2","2008-10-05","Dexter continues the hunt for Freebo, knowing he is still in town after finding Teegan's body. Dexter and Rita must make a decision about her pregnancy. Dexter isn't sure whether he can raise a child. Deb searches for the identity of her body, not knowing the link to the Freebo case. Dexter races to beat the rest of the police to Freebo."
"79349","385782","tt1242116","The Lion Sleeps Tonight","3","3","2008-10-12","Dexter and a pedophile have a run-in; Dexter is unable to restore Freebo's good name after he is accused of a murder he didn't commit. Also, Dexter's friendship with Miguel weighs on his mind."
"79349","385783","tt1242117","All In the Family","3","4","2008-10-19","After a failed marriage proposal, Dexter attempts to convince Rita that he wants more than a financial merger and fatherhood. He wants a family with Rita. Deb lands a new case. Miguel's brother, Ramon, is dead set on finding Oscar's murderer, which worries Dexter and Miguel."
"79349","385784","tt1242118","Turning Biminese","3","5","2008-10-26","While Dexter struggles with how to handle Rita’s desire for them to move in together before they get married, Miguel tells Dexter about a husband who has gotten away with killing two of his wives for financial gain.
Meanwhile, Debra works with Anton, her confidential informant, to track down one of Freebo’s criminal confidants. "
"79349","385785","tt1242119","Si Se Puede","3","6","2008-11-02","Miguel is put on test by Dexter. Meanwhile, Rita is forced to reconsider her choices. The Skinner strikes again, this time killing the young boy who worked as Freebo's doorman and Debra begins to feel like she had some part in it."
"79349","385786","tt1242120","Easy As Pie","3","7","2008-11-09","Dexter begins working with Miguel but they quickly have differences in selecting a potential new victim. Meanwhile Rita discovers that Miguel's wife suspects him of an affair. And an old friend of Dexter's asks for help in ending her life."
"79349","385787","tt1242121","The Damage a Man Can Do","3","8","2008-11-16","Dexter undertakes to teach Miguel the Code, but doesn't realize he's whetting his partner's thirst for blood. Meanwhile, Debra is one step closer to finding the Skinner but a secret revealed about Anton sends him packing."
"79349","385788","tt1242122","About Last Night","3","9","2008-11-23","The friendship between Dexter and Miguel become strained even as Rita resolves to confront Miguel about his suspected infidelity. Meanwhile, Debra searches furiously for Anton when it's revealed that he was abducted by the Skinner."
"79349","402901","tt1242112","Go Your Own Way","3","10","2008-11-30","A series of chess-like moves ensues when Dexter and Miguel vie for the upper hand, with Miguel winning Rita's affection by presenting her with a lavish wedding gift. Elsewhere, Debra wonders if her relationship with Anton is worth the trouble."
"79349","402902","tt1242113","I Had a Dream","3","11","2008-12-07","While preparing for his big wedding day, Dexter has to figure out a way to remove Miguel from his life for good. In the meantime, Rita has troubles of her own, when Syl reveals that Miguel has been seeing one of his old flames. Debra finds a new clue that brings her even closer to catching the Skinner."
"79349","402904","tt1242114","Do You Take Dexter Morgan?","3","12","2008-12-14","It is the day before Dexter's wedding and Dexter must deal with two people targeting him, while preparing for his special occasion. Meanwhile, Angel tells Deb he's put her in for a promotion, but after he finds out some information her shield may be gone before she gets it."
"79349","446798","tt1444418","Living The Dream","4","1","2009-09-27","The pressures of fatherhood threaten to bring Dexter's world crashing down. In his carelessness, Dexter realizes that he's misplaced crucial evidence, something that could expose his dark side to the world. But his search will have to wait, as Miami Metro's two simultaneous murder cases continue to escalate. Their top priority is to solve 'The Vacation Murders', a series of robberies gone bad that threaten Miami's lucrative tourist industry. Lundy, however, remains convinced that the bigger problem is dealing with the Trinity Killer, who unbeknownst to them is already stalking his next victim. Dexter has to weave a web of lies to extract himself from his duties, hoping to bury his secret before someone else finds it first."
"79349","644501","tt1444422","Remains to Be Seen","4","2","2009-10-04","Dexter misplaces evidence which could expose his secret. Meanwhile, Miami Metro must juggle two serial killers at the same time, as the Vacation Murders might bring the city's tourism industry to a grinding halt."
"79349","644511","tt1444423","Blinded By The Light","4","3","2009-10-11","Dexter is hampered by his neighborhood's increased vigilance due to vandalism, his temporary inability to drive himself anywhere, and his admiration for the killing technique of the artful Trinity Killer."
"79349","644521","tt1444424","Dex Takes a Holiday","4","4","2009-10-18","Dexter gets some much-needed R&R time with Rita and the kids out of town, leading to his stalking of a new victim until he unexpectedly begins to empathize with his target, a cop that murdered her family."
"79349","997641","tt1444425","Dirty Harry","4","5","2009-10-25","Recent events spur Dexter into his own investigation of the Trinity killer. His motivations are now personal, and the clock is ticking. But the closer Dexter gets, the more he realizes that Trinity is unlike any monster he’s previously encountered. "
"79349","997651","tt1444426","If I Had a Hammer","4","6","2009-11-01","Dexter knows it’s only a matter of time before Miami Metro discovers the Trinity Killer’s latest handiwork. Therefore, he has to work doubly hard to stay one step ahead of their investigation. Dexter has begun to realize that the closer he gets to Trinity, the more he stands to learn from this very different beast."
"79349","997661","tt1444427","Slack Tide","4","7","2009-11-08","Dexter finds himself enjoying a brief moment of tranquility. He's finally managed to strike a balance between work, family and other pursuits. But he's keenly aware that times like these aren't meant to last. When Miami Metro discovers a string of murders connected to a prominent photographer, Dexter sees an opportunity for a clean kill. "
"79349","1197761","tt1444428","Road Kill","4","8","2009-11-15","Dexter has always known his father’s Code was meant to protect him from exposure. But after committing a serious mistake, he wonders if it could have been designed to protect him from something even more dangerous – human emotion. When he discovers that Trinity is planning an out-of-town trip, Dexter sees an opportunity to ride along and gain insight into the mind of a fellow monster."
"79349","1197771","tt1444429","Hungry Man","4","9","2009-11-22","For most people, Thanksgiving is a time for traditions and family. But for Dexter, it’s an opportunity to get closer to his most dangerous adversary yet. As Dexter gains insight into Arthur’s psychology by studying those closest to him, he finds himself drawn into a bizarre and twisted world."
"79349","1197781","tt1444419","Lost Boys","4","10","2009-11-29","Dexter finally believes he understands the beast known as Trinity. But when a ten-year old boy goes missing, Dexter is forced to question everything he’s learned up to this point."
"79349","1230331","tt1444420","Hello, Dexter Morgan","4","11","2009-12-06","Miami Metro is just one step away from discovering the identity of the Trinity Killer. And Dexter can't let that happen. Dexter must take drastic action to buy himself time to deal with Trinity in his own fashion.  Arthur, who still can't understand why Dexter didn't simply turn him in, begins his own bloody investigation into Kyle Butler."
"79349","1230341","tt1444421","The Getaway","4","12","2009-12-13","Dexter and Arthur find themselves on a collision course, as Debra unearths a shocking long-hidden truth, Rita admits her marriage to Dexter is troubled, and Batista and LaGuerta face the consequences of an ethics breach."
"79349","2405491","tt1615586","My Bad","5","1","2010-09-26","Dexter must make a choice; Quinn stirs up trouble for Dexter but supports Deb."
"79349","2488271","tt1681772","Hello Bandit","5","2","2010-10-03","Dexter tries to focus on the children and fight his dark urges; Debra ends up on Quinn's doorstep."
"79349","2488281","tt1691535","Practically Perfect","5","3","2010-10-10","Dexter hires a nanny; Debra is annoyed with her new partner; Quinn continues to investigate Rita's murder."
"79349","2488291","tt1691360","Beauty and the Beast","5","4","2010-10-17","Dexter must save a life; Deb has a confrontation with a key suspect; Quinn follows up on the similarities between Dexter and Kyle Butler."
"79349","2460921","tt1699327","First Blood","5","5","2010-10-24","Dexter is saddled with an unwanted conspirator; Dexter worries about how Rita's death will affect Harrison; Deb works alone; Quinn enlists an old friend's help."
"79349","2755231","tt1699544","Everything Is Illumenated","5","6","2010-10-31","Dexter is drawn into a precarious situation; Batista discovers an interesting lead; Quinn gets information about Dexter from a questionable source."
"79349","2857481","tt1721224","Circle Us","5","7","2010-11-07","Dexter is called to investigate a horrifying crime scene; the Santa Muerte case leads to a violent standoff between Debra and the Santa Muerte killers."
"79349","2857491","tt1720655","Take It!","5","8","2010-11-14","Dexter and Lumen vet and stalk a violent killer; Debra gets into some unexpected trouble from the fallout of the Santa Muerte case"
"79349","2857501","tt1733347","Teenage Wasteland","5","9","2010-11-21","Dexter and Lumen hunt for their next victim; Debra uncovers new evidence in the Barrel Girl case"
"79349","2857511","tt1733346","In the Beginning","5","10","2010-11-28","Homicide uncovers some key evidence linked to one of Dexter's and Lumen's prior victims; Debra identifies two more suspects in the case."
"79349","2895411","tt1733345","Hop a Freighter","5","11","2010-12-05","Dexter must do damage control; Debra's speculation begins to take shape; Quinn becomes involved in a homicide."
"79349","2921571","tt1733344","The Big One","5","12","2010-12-12","Dexter's situation grows desperate when he discovers that Lumen's been set up. Despite knowing he's being baited into a trap, Dexter risks everything to make sure he doesn't fall into the same mistake again. In the Barrel Girls case, Debra lets her personal feelings lead her instincts once she concludes that vigilantes are more than just a theory. Quinn finds himself in a troublesome situation, which only Dexter can help him out of."
"79349","3994021","tt1790076","Those Kinds of Things","6","1","2011-10-02","Dexter shows up at his 20th high-school reunion with the intention of confronting the former prom king. Elsewhere, an investigation into a heinous murder with religious overtones leads Dexter to ponder spiritual matters and wonder about his son's legacy. And an unexpected situation results in Debra becoming a hero. "
"79349","4104862","tt1890880","Once Upon a Time...","6","2","2011-10-09","Brother Sam, a minister with a criminal history, is brought in by the homicide department to help solve a macabre murder, but Dexter sees him for what he really is, and it's definitely not a man of God. Elsewhere, Debra's sudden hero status elicits a pair of surprising proposals."
"79349","4122164","tt1890881","Smokey and the Bandit","6","3","2011-10-16","Dexter is confronted with a sobering glimpse of his own potential future when a serial killer from his past makes a startling reappearance; Debra is uncomfortable in her new job; Travis struggles to keep his mentor happy, as he and Gellar prepare a new twisted tableau, ensuring Debra's next task will be a daunting one."
"79349","4122165","tt1890882","A Horse of a Different Color","6","4","2011-10-23","Much to his own surprise, an emergency with Harrison and a new tableau from Gellar and Travis has Dexter leaning on Brother Sam and an unexpected winged messenger for support as he questions the idea of faith; with proof of a religiously motivated killer, Homicide hunts for a zealot, with Debra giving her first official press conference."
"79349","4122166","tt1890883","The Angel of Death","6","5","2011-10-30","With the help of his newfound friend Brother Sam, Dexter wonders if there is light within him to counter the darkness, while the search for the Doomsday Killers takes him in a new direction; Batista and Quinn pay a visit to the university where Professor Gellar taught; due to departmental regulations following the shooting, Debra is forced to begin therapy."
"79349","4134310","tt1890884","Just Let Go","6","6","2011-11-06","Dexter is caught up in a very personal case that awakens the needs of his Dark Passenger; Debra feels overwhelmed by her new Lieutenant duties, made all the more complicated when she finds out Quinn slept with a witness in the Doomsday case."
"79349","4159032","tt1890885","Nebraska","6","7","2011-11-13","Dexter finds himself teamed up with a fellow Dark Passenger when he takes a road trip to Nebraska to tie up some loose ends from the past; Debra deals with the complications of her promotion as she leads the Doomsday investigation."
"79349","4159033","tt1890886","Sin of Omission","6","8","2011-11-20","Dexter uses lessons he learned from Brother Sam to follow up on some new leads in the Doomsday investigation; Debra butts heads with Captain LaGuerta over the case of a dead call girl."
"79349","4159034","tt1890887","Get Gellar","6","9","2011-11-27","Dexter receives help from an unexpected source while hunting the Doomsday Killers and staying one step ahead of Homicide; Debra discovers something new about herself in therapy."
"79349","4159035","tt1890877","Ricochet Rabbit","6","10","2011-12-04","Dexter tries to figure out the Doomsday Killers' next victim before it's too late; Debra has a strong reaction to a crime scene, which leads her to the realization that she leans too heavily on her brother."
"79349","4159036","tt1890878","Talk to the Hand","6","11","2011-12-11","Dexter finds that in order to catch the Doomsday Killers, he must create a macabre tableau of his own; Debra's battle with LaGuerta over the case of the dead call girl boils over, and her therapist makes an unnerving suggestion."
"79349","4159037","tt1890879","This is the Way the World Ends","6","12","2011-12-18","In the Season 6 finale, Dexter and Homicide race against a lunar eclipse to catch the Doomsday Killers before their final gruesome act; Debra struggles with a new emotional reality."
"79349","4248734","tt2134715","Are You...?","7","1","2012-09-30","Deb tries to cover up involvement in Travis' murder; Detective Mike Anderson has an unfortunate run-in; Quinn and Batista make amends; LaGuerta rethinks the Bay Harbor Butcher case."
"79349","4328753","tt2403521","Sunshine and Frosty Swirl","7","2","2012-10-07","Miami Metro sets out to unearth new evidence on a claim from a local convict that he has new information regarding a 15-year-old crime spree; Debra tries to cure Dexter of his killer tendencies."
"79349","4333791","tt2170724","Buck the System","7","3","2012-10-14","Dexter tries to bring Debra on board with his new target. While the Ukrainian mob seeks revenge for the killing of one of their own, Quinn grows close to a dancer at their strip club. LaGuerta, convinced the Bay Harbor Butcher is still out there, attempts to enlist Batista to help her re-open the case."
"79349","4345576","tt2218408","Run","7","4","2012-10-21","After capturing a deadly killer, things go awry for Miami Metro, sending Debra into a tailspin. In an effort to help his sister, Dexter enters into a dangerous game of cat and mouse, while the Ukrainian mob continues to seek revenge."
"79349","4347734","tt2207888","Swim Deep","7","5","2012-10-28","While trying to uncover why someone was killed on his boat, Dexter must out-maneuver a vengeful Isaak. New leads are brought to light on the Wayne Randall case by Hannah McKay, Randall's alluring former accomplice."
"79349","4363846","tt2207890","Do the Wrong Thing","7","6","2012-11-04","Debra gets to know a local crime writer who's dug up some incriminating dirt on Hannah McKay. Quinn gets an offer he tries to refuse and Batista is drawn to a new business opportunity. LaGuerta keeps digging into the Bay Harbor Butcher case. "
"79349","4363847","tt2235984","Chemistry","7","7","2012-11-11","Quinn falls back into his old ways as he makes some questionable choices to protect Nadia. Things heat up as Dexter and Hannah grow closer, but when Sal Price discovers the two are involved, he wants the exclusive story. "
"79349","4371993","tt2235982","Argentina","7","8","2012-11-18","Fresh out of jail, Isaak renews his pursuit of Dexter while Quinn continues his power struggle with the Koshkas. Dexter tries to keep Debra in the dark about his relationship with Hannah, but a surprise visit from Astor, Cody and Harrison throws a wrench into his plans. "
"79349","4385301","tt2235988","Helter Skelter","7","9","2012-11-25","As Dexter scrambles to track down Isaak, a power struggle erupts among the Koshka Brotherhood, which could prove to Dexter's advantage. Meanwhile, Miami Dade tries to smoke out the Phantom Arsonist."
"79349","4385300","tt2235986","The Dark...Whatever","7","10","2012-12-02","Dexter is unnerved when Hannah's father pays him a surprise visit; the Phantom Arsonist's crimes become more vicious; and Quinn defends Nadia's honor and finds himself in a volatile situation. Meanwhile; LaGuerta asks a former superior for help on the Bay Harbor Butcher case."
"79349","4385419","tt2235996","Do You See What I See","7","11","2012-12-09","It's Christmastime, and Debra learns it may be better to receive when she gets a tip from Hannah's father ... one that could lead to incriminating Dexter in a crime. Meanwhile, Dexter discovers that the man behind his mother's death has been released from prison! "
"79349","4385420","tt2235994","Surprise, Motherfucker","7","12","2012-12-16","Dexter must protect himself when LaGuerta closes in on his secret."
"121361","3226241","","Inside Game of Thrones","0","1","2010-12-05","A short look into the film-making process for the production Game of Thrones"
"121361","4045941","","15-Minute Preview","0","2","2011-04-03","An approximately 15-minute preview of the first episode of Game of Thrones."
"121361","4073401","","Making Game of Thrones","0","3","2011-04-07","An exclusive 30-minute feature including never-before-seen footage from the set and interviews from the cast and crew"
"121361","4082317","","El Juego Comienza","0","4","2011-04-10","A spanish "Canal +`" production with interviews to some famous spanish movie directors like Alex de La Iglesia and extracts from last special "Making Game Of Thrones""
"121361","4138149","","2011 Comic Con Panel","0","5","2011-07-21",""
"121361","4292422","","You Win or You Die","0","6","2012-03-24","A prequel to Game of Thrones Season 2 which recaps on the first season and gives insight into what's to come."
"121361","3254641","tt1480055","Winter Is Coming","1","1","2011-04-18","Ned Stark, Lord of Winterfell learns that his mentor, Jon Arryn, has died and that King Robert is on his way north to offer Ned Arryn’s position as the King’s Hand. Across the Narrow Sea in Pentos, Viserys Targaryen plans to wed his sister Daenerys to the nomadic Dothraki warrior leader, Khal Drogo to forge an alliance to take the throne."
"121361","3436411","tt1668746","The Kingsroad","1","2","2011-04-25","Having agreed to become the King’s Hand, Ned leaves Winterfell with daughters Sansa and Arya, while Catelyn stays behind in Winterfell. Jon Snow heads north to join the brotherhood of the Night’s Watch. Tyrion decides to forego the trip south with his family, instead joining Jon in the entourage heading to the Wall. Viserys bides his time in hopes of winning back the throne, while Daenerys focuses her attention on learning how to please her new husband, Drogo."
"121361","3436421","tt1829962","Lord Snow","1","3","2011-05-02","Arriving at King’s Landing, Ned is shocked to learn of the Crown’s profligacy from his new advisors. At Castle Black, Jon Snow impresses Tyrion at the expense of greener recruits. Suspecting the Lannisters had a hand in Bran’s fall, Catelyn covertly follows her husband to King’s Landing, where she is intercepted by Petyr Baelish, a.k.a. “Littlefinger,” a shrewd longtime ally and brothel owner. Cersei and Jaime ponder the implications of Bran’s recovery; Arya studies swordsmanship. On the road to Vaes Dothrak, Daenerys finds herself at odds with Viserys."
"121361","3436431","tt1829963","Cripples, Bastards, and Broken Things","1","4","2011-05-09","Ned looks for clues to the death of his predecessor, and uncovers one of King Robert’s bastards. Robert and his guests witness a tournament honoring Ned. Jon takes measures to protect Sam from further abuse at Castle Black; a frustrated Viserys clashes with Daenerys in Vaes Dothrak; Sansa imagines her future as a queen, while Arya envisions a far different future. Catelyn rallies her husband’s allies to make a point, while Tyrion finds himself caught in the wrong place at the wrong time."
"121361","3436441","tt1829964","The Wolf and the Lion","1","5","2011-05-16","Incensed over news of Daenerys’ alliance with the Dothrakis, Robert orders a preemptive strike on the Targaryens that drives a wedge in his relationship with Ned. A captive Tyrion helps Catelyn, but receives a cold reception at the Eyrie from her sister, Jon Arryn’s widow Lysa. Sansa is charmed by the dashing Ser Loras Tyrell, a.k.a. the Knight of Flowers. Arya overhears a plot against her father."
"121361","3436451","tt1837862","A Golden Crown","1","6","2011-05-23","Reinstated as the Hand, Ned sits for the King while Robert is on a hunt. Ned issues a decree that could have long-term consequences throughout the Seven Kingdoms. At the Eyrie, Tyrion confesses to his "crimes," and demands that Lysa give him a trial by combat. Joffrey apologizes to Sansa. Viserys receives his final payment for Daenerys from Drogo."
"121361","3436461","tt1837863","You Win or You Die","1","7","2011-05-30","Explaining that the future of the Lannisters is at stake, Tywin presses Jaime to “be the man you were meant to be” as they prepare for battle. Ned confronts Cersei about the secrets that killed Jon Arryn. With the fate of the missing Benjen very much on his mind, Jon takes his Night’s Watch vows, though not with the assignment he coveted. After Ser Jorah saves Daenerys from treachery, an enraged Drogo vows to lead the Dothraki where they’ve never gone before. An injured Robert takes pains to ensure an orderly transition at King’s Landing."
"121361","3360391","tt1837864","The Pointy End","1","8","2011-06-06","In the aftermath of Ned's capture, Syrio and Arya face off against Lannister guards, while Cersei manipulates Sansa to her own ends. Robb rallies his father's northern allies against Tywin Lannister and heads south to war. Tyrion forms an uneasy alliance with the hill tribes and reunites with his father. Jon lashes out at Ser Alliser Thorne and battles a mysterious attacker from beyond the Wall. Dany is forced to reconcile her desire to conquer Westeros with Drogo's savagery after the Dothraki raid a peaceful village."
"121361","4063481","tt1851398","Baelor","1","9","2011-06-13","With Sansa's life in danger, Ned makes a fateful decision. Catelyn brokers an unsavory deal with the slippery Walder Frey. Tyrion acquires a mistress and is forced by his father to fight on the front lines. Robb wins his first major victory and captures a prized prisoner. Jon is rewarded for his valor and discovers a dark secret about Maester Aemon. As Drogo's wound festers, Dany defies her bloodrider Qotho and puts her trust in the enslaved witch Mirri Maz Duur."
"121361","4063491","tt1851397","Fire and Blood","1","10","2011-06-20","As tragic news spreads across the Seven Kingdoms, Bran and Rickon share a prophetic dream, Catelyn interrogates Jamie about her son's fall, and Robb's destiny is forever changed. After a surprising decision by his father, Tyrion heads south. Arya assumes a new identity in an attempt to escape King's Landing, and Sansa is terrorized by Joffrey. At the Wall, Jon is forced to choose between the Night's Watch and the family he left behind. Across the sea, Dany pays a terrible price for her love, but finds new hope."
"121361","4161693","tt1971833","The North Remembers","2","1","2012-04-02","As Robb Stark and his northern army continue the war against the Lannisters, Tyrion arrives in King’s Landing to counsel Joffrey and temper the young king’s excesses.  On the island of Dragonstone, Stannis Baratheon plots an invasion to claim his late brother’s throne, allying himself with the fiery Melisandre, a strange priestess of a stranger god.  Across the sea, Daenerys, her three young dragons, and the khalasar trek through the Red Waste in search of allies, or water.  In the North, Bran presides over a threadbare Winterfell, while beyond the Wall, Jon Snow and the Night’s Watch must shelter with a devious wildling."
